property_id,lat,lng,addr_street,suburb,lga,closest_train_station_id,distance_to_closest_train_station,travel_min_to_MC,direct_journey_flag
51648,-37.793405,145.120584,741 Elgar Road,DONCASTER,MORELAND ,20042,2.87,22,1
11916,-37.72151947,144.8239746,72 Patterson Avenue,KEILOR,ARARAT ,20001,2.8,31,1
55213,-37.84325027,145.05519099999995,2 Davis Avenue,CAMBERWELL,MELBOURNE ,19912,1.16,no direct trip is available,1
82671,-37.90503,145.274229,23 Lexington Close,ROWVILLE,BALLARAT ,19868,3.19,46,1
11982,-37.696951,144.759447,1 Dundee Way,SYDENHAM,HEPBURN ,20000,1.38,34,1
95703,-37.925117,145.03641299999995,4 Bendigo Avenue,BENTLEIGH,HOBSONS BAY ,19938,0.08,32,1
32655,-37.7472098,144.99634630000003,35 St Georges Road,PRESTON,BOROONDARA ,20013,0.38,33,1
90359,-37.966801,145.08520900000005,24 Renowden Street,CHELTENHAM,YARRA RANGES ,19865,2.43,43,1
53723,-37.825367,145.00057900000004,73 Charles Street,RICHMOND,EAST GIPPSLAND ,19907,0.33,no direct trip is available,1
51585,-37.788155,145.12861999999996,601/8 Clay Drive,DONCASTER,MORELAND ,20042,3.52,22,1
53188,-37.825028,144.995933,39 Clifton Street,RICHMOND,EAST GIPPSLAND ,19907,0.18,no direct trip is available,1
85558,-37.88830185,145.01431269999995,349 Kooyong Road,ELSTERNWICK,MORELAND ,19954,1.24,no direct trip is available,0
676,-37.808764,144.88821299999995,24 Browning Street,SEDDON,EAST GIPPSLAND ,19997,0.66,no direct trip is available,0
52232,-37.82230759,145.00340269999995,121 Coppin Street,RICHMOND,EAST GIPPSLAND ,19906,0.69,8,1
76086,-37.905541,145.108292,32 Leigh Street,HUNTINGDALE,GREATER DANDENONG ,19916,0.8,28,1
31940,-37.732945,144.98408999999995,15 Malcolm Street,PRESTON,BOROONDARA ,20012,1.58,35,1
91006,-37.97244263,145.06016540000005,8 Charles Street,CHELTENHAM,YARRA RANGES ,19866,0.81,40,1
70794,-37.881883,145.108702,427 Huntingdale Road,CHADSTONE,MELTON ,19840,0.97,no direct trip is available,0
8047,-37.754739,144.74987099999996,12 Flintoff Avenue,BURNSIDE,MOYNE ,20002,4.55,28,1
17412,-37.698464,144.930817,53 Hilda Street,GLENROY,WYNDHAM ,20031,1.37,30,1
70015,-37.864791,145.097353,39 Closter Avenue,ASHWOOD,DAREBIN ,19839,1.22,no direct trip is available,0
89379,-37.94765854,145.00752260000004,25 Bamfield Street,SANDRINGHAM,PYRENEES ,19948,0.39,no direct trip is available,0
96974,-37.999696,145.264926,6 Thanos Court,HALLAM,GLEN EIRA ,19885,2.05,50,1
52474,-37.82229996,145.0057678,17 Corsair Street,RICHMOND,EAST GIPPSLAND ,19906,0.61,8,1
66475,-37.774548,145.327365,5 Orrong Road,MOOROOLBARK,WEST WIMMERA ,19877,1.74,46,1
83290,-37.887129,145.250912,73 David Street North,KNOXFIELD,SOUTHERN GRAMPIANS ,19868,3.94,46,1
63128,-37.824123,145.241773,89 Heathmont Road,HEATHMONT,HORSHAM ,19871,0.53,37,1
43163,-37.71975327,145.0761871,43 Stewart Terrace,MACLEOD,WANGARATTA ,19983,0.93,39,1
66514,-37.780354,145.333407,56 Blackburn Road,MOOROOLBARK,WEST WIMMERA ,19877,1.91,46,1
10388,-37.797653,144.930141,30 Tennyson Street,KENSINGTON,SOUTH GIPPSLAND ,20041,0.43,9,1
84331,-37.85241699,145.0057526,72 Bayview Street,PRAHRAN,BOROONDARA ,19946,0.74,14,1
44434,-37.685896,145.107446,18 Crana Grove,GREENSBOROUGH,GLEN EIRA ,19985,2.01,46,1
80152,-38.00031662,145.16075130000004,34 Donnici Drive,KEYSBOROUGH,KINGSTON ,19889,3.65,42,1
51536,-37.788773,145.111614,56 Finlayson Street,DONCASTER,MORELAND ,19896,3.45,25,1
13320,-37.69610596,144.76474,6 Gooch Close,SYDENHAM,HEPBURN ,20000,1.0,34,1
72920,-37.860887,145.297103,13 Moncoe Street,BORONIA,TOWONG ,19869,1.12,44,1
92000,-37.982295,145.088148,14 Sharan Avenue,MENTONE,WEST WIMMERA ,19864,1.59,45,1
86465,-37.907545,144.987915,282 St Kilda Street,BRIGHTON,HUME ,19951,1.12,no direct trip is available,0
33185,-37.73279,144.992712,77A May Street,PRESTON,BOROONDARA ,20012,0.95,35,1
78869,-37.959225,145.16054599999995,25 Woodward Street,SPRINGVALE,GREATER BENDIGO ,19891,0.36,38,1
37145,-37.636785,145.039518,25 Saunders Crescent,EPPING,FRANKSTON ,20005,1.92,51,1
49835,-37.767557,145.093042,100 Manningham Road,BULLEEN,MARIBYRNONG ,19935,3.08,34,1
59676,-37.82941,145.198433,23 Walker Avenue,MITCHAM,PORT PHILLIP ,19900,1.39,31,1
35789,-37.709856,145.015293,93 Crookston Road,RESERVOIR,EAST GIPPSLAND ,20009,0.55,41,1
75955,-37.900649,145.080554,2-2a Darling Street,HUGHESDALE,BASS COAST ,19917,0.68,26,1
35415,-37.70906448,145.00178530000005,66B Barry Street,RESERVOIR,EAST GIPPSLAND ,20009,0.69,41,1
38352,-37.783012,145.020745,514 Heidelberg Road,ALPHINGTON,BANYULE ,19930,0.54,26,1
87747,-37.942817,145.006174,44 Linacre Road,HAMPTON,WYNDHAM ,19949,0.68,no direct trip is available,0
79798,-37.99078751,145.16700749999995,18 Parkland Court,KEYSBOROUGH,KINGSTON ,19889,2.57,42,1
15015,-37.722743,144.91012,143 Mascoma Street,STRATHMORE,KNOX ,20033,1.14,26,1
94412,-37.959712,145.078749,62 St Andrews Drive,HEATHERTON,SOUTH GIPPSLAND ,19866,2.26,40,1
47751,-37.798282,145.035946,108 Pakington Street,KEW,SOUTH GIPPSLAND ,19931,2.25,28,1
45068,-37.690343,145.096027,40 Brinawa Drive,GREENSBOROUGH,GLEN EIRA ,19985,1.86,46,1
49767,-37.809713,145.099426,9 Fitzgerald Street,BALWYN,HOBSONS BAY ,19896,1.21,25,1
88498,-37.94634,145.033041,15 Panorama Avenue,HIGHETT,GREATER DANDENONG ,19872,0.81,37,1
94430,-37.959232,145.079983,8 Augusta Square,HEATHERTON,SOUTH GIPPSLAND ,19866,2.38,40,1
36400,-37.661385,145.023873,33 Monash Street,LALOR,KINGSTON ,20006,0.77,48,1
52071,-37.811492,145.003851,10 McKay Street,RICHMOND,EAST GIPPSLAND ,19977,1.01,15,1
95584,-37.90502,145.042217,34 Carlyon Street,ORMOND,MOIRA ,19941,0.3,27,1
76766,-37.922412,145.111682,30 Harlington Street,CLAYTON,HINDMARSH ,19915,0.82,31,1
6666,-37.799744,144.816319,36 Roberts Crescent,SUNSHINE WEST,LATROBE ,20021,1.92,20,1
73129,-37.865647,145.274637,1A Bailey Street,BORONIA,TOWONG ,19869,1.03,44,1
19218,-37.672636,144.92466399999995,8 STAWELL AVENUE,DALLAS,MOORABOOL ,20030,1.24,32,1
23539,-37.648798,144.900692,28 Aberdeen Avenue,GREENVALE,HORSHAM ,44817,2.62,35,1
57546,-37.815189,145.16198799999995,10C Elm Street,BLACKBURN,GREATER GEELONG ,19898,1.18,26,1
93405,-37.984807,145.088002,48 Balmoral Drive,PARKDALE,STONNINGTON ,19864,1.38,45,1
67863,-37.836084,145.007743,13/2A Burnie Street,TOORAK,MANNINGHAM ,19906,0.95,8,1
37192,-37.644581,145.028759,28 Memorial Avenue,EPPING,FRANKSTON ,20005,0.88,51,1
52700,-37.821027,145.009797,21 Type Street,RICHMOND,EAST GIPPSLAND ,19906,0.75,8,1
14166,-37.755493,144.905494,260 Buckley Street,ESSENDON,NILLUMBIK ,20037,0.94,16,1
26101,-37.605189,144.941223,24 Stockton Street,CRAIGIEBURN,YARRA RANGES ,40221,0.42,41,1
64209,-37.78609210000001,145.28344219999997,3/102-108 Croydon Road,CROYDON,CARDINIA ,19878,1.07,42,1
51259,-37.781288,145.127553,31 Winbrook Court,DONCASTER,MORELAND ,20042,4.26,22,1
89553,-37.945599,145.009551,47 Bamfield Street,HAMPTON,WYNDHAM ,19948,0.68,no direct trip is available,0
45951,-37.724515,145.122536,2/84 Airlie Road,MONTMORENCY,PORT PHILLIP ,19986,1.03,48,1
10357,-37.78906,144.92467,3 Bendall Street,KENSINGTON,SOUTH GIPPSLAND ,20040,0.43,10,1
89145,-37.955355,145.010043,11 Southey Street,SANDRINGHAM,PYRENEES ,19948,0.74,no direct trip is available,0
93400,-38.01928579999999,145.1064248,47 Larnook Crescent,ASPENDALE,YARRIAMBIACK ,19862,0.96,51,1
39376,-37.688962,145.064049,10 Janet Crescent,BUNDOORA,WODONGA ,19984,3.0,42,1
82170,-37.99694443,145.2303619,4 Grevillia Street,DOVETON,HINDMARSH ,19888,1.97,46,1
75345,-37.892233,145.070103,6 Toward Street,MURRUMBEENA,MOIRA ,19919,0.33,22,1
7572,-37.746636,144.767252,6 Bloomingdale Ave,ALBANVALE,HEPBURN ,20002,2.89,28,1
44367,-37.6956,145.124269,16 Nulgarrah Crescent,GREENSBOROUGH,GLEN EIRA ,19985,1.69,46,1
25398,-37.610974,144.931709,14 Falmouth Court,CRAIGIEBURN,YARRA RANGES ,40221,1.44,41,1
40647,-37.70851898,145.05935669999997,43 Moreton Cres,BUNDOORA,WODONGA ,19983,2.13,39,1
93103,-38.002832,145.09778799999995,28 Gala Supreme Close,MORDIALLOC,PORT PHILLIP ,19863,0.98,48,1
93658,-38.020684,145.098444,73 Station Street,ASPENDALE,YARRIAMBIACK ,19862,0.8,51,1
88160,-37.939377,145.044466,24 Ashlar road,MOORABBIN,MANSFIELD ,19937,0.88,34,1
54973,-37.8486593,145.0912727,12 Outlook Drive,CAMBERWELL,MELBOURNE ,19849,1.0,25,1
82038,-37.994192,145.247928,28 Riverview Crescent,EUMEMMERRING,PYRENEES ,19885,3.25,50,1
15350,-37.727645,144.915525,49 Lebanon Street,STRATHMORE,KNOX ,20034,1.17,23,1
95366,-37.929925,145.03559099999995,27 South Avenue,BENTLEIGH,HOBSONS BAY ,19937,0.5,34,1
49159,-37.80628400000001,145.084288,2 Belgrove Avenue,BALWYN,HOBSONS BAY ,19894,2.04,22,1
48023,-37.808938,145.019274,19 Carson Street,KEW,SOUTH GIPPSLAND ,19905,1.47,10,1
48524,-37.816232,145.056947,5 Walsh Street,KEW,SOUTH GIPPSLAND ,19853,1.16,15,1
20841,-37.768221,144.960531,23 Wilkinson Street,BRUNSWICK,MARIBYRNONG ,19968,0.1,16,1
88404,-37.947173,145.043932,1080 Nepean Highway,HIGHETT,GREATER DANDENONG ,19872,0.23,37,1
2365,-37.82178116,144.84342959999995,57 Cypress Avenue,BROOKLYN,WANGARATTA ,20022,3.04,17,1
64914,-37.8073,145.281993,8/47 Taylors Road,CROYDON,CARDINIA ,19878,1.33,42,1
93988,-38.058972,145.131121,57 Royal Road,BONBEACH,QUEENSCLIFFE ,19859,1.1,56,1
11674,-37.718809,144.828931,107 Church Street,KEILOR,ARARAT ,20001,3.31,31,1
67289,-37.760874,145.357297,27 Cobden Crescent,LILYDALE,FRANKSTON ,19876,1.03,51,1
27009,-37.584747,144.930793,46 Malcolm Creek Parade,CRAIGIEBURN,YARRA RANGES ,40221,2.2,41,1
17195,-37.704878,144.945946,4 Oxford Street,HADFIELD,WYNDHAM ,19961,1.23,30,1
50745,-37.793012,145.115475,11 Log School Road,DONCASTER,MORELAND ,20042,2.96,22,1
88107,-37.936785,145.055711,157 Rowans Road,MOORABBIN,MANSFIELD ,19937,1.69,34,1
80870,-37.9731092,145.19879619999998,16 King George Parade,DANDENONG,CARDINIA ,19889,0.85,42,1
75996,-37.90497,145.079654,26 Dallas Avenue,HUGHESDALE,BASS COAST ,19917,0.92,26,1
72232,-37.840119,145.25473300000004,25 Marlborough Road,BAYSWATER,INDIGO ,19870,1.19,41,1
77348,-37.924242,145.197748,1/13 Manna Court,MULGRAVE,MACEDON RANGES ,19891,4.72,38,1
1208,-37.79761887,144.8866272,57 Swan Street Footscray,FOOTSCRAY,WHITTLESEA ,20023,0.48,15,1
45082,-37.718678,145.104123,41 Elonera Avenue,GREENSBOROUGH,GLEN EIRA ,19986,1.58,48,1
18902,-37.693084000000006,144.916465,45 Waverley Street,BROADMEADOWS,WODONGA ,20031,0.23,30,1
42995,-37.717675,145.085579,23 Harborne Street,MACLEOD,WANGARATTA ,19984,0.76,42,1
75650,-37.909955,145.09145,1173 North Road,OAKLEIGH,WANGARATTA ,19916,0.97,28,1
15212,-37.730766,144.92193600000004,30 Loch Crescent,STRATHMORE,KNOX ,20034,0.55,23,1
44726,-37.692841,145.11512,25 Hebden Street,GREENSBOROUGH,GLEN EIRA ,19985,1.38,46,1
83808,-37.851596,145.001939,28 Trinian Street,PRAHRAN,BOROONDARA ,19947,0.78,12,1
96250,-37.90398026,145.0490418,8 Parker Street,ORMOND,MOIRA ,19941,0.83,27,1
32810,-37.746904,144.986288,45 Robeson Street,PRESTON,BOROONDARA ,20013,1.23,33,1
6570,-37.78276062,144.81790159999997,3 Hutchinson Street,ALBION,MOIRA ,20004,0.83,23,1
3546,-37.810066,144.886445,43 O'Farrell Street,YARRAVILLE,MITCHELL ,19996,0.71,no direct trip is available,0
17370,-37.713193,144.937999,5 Tassell Street,HADFIELD,WYNDHAM ,20033,1.54,26,1
67752,-37.772261,145.35308899999995,9 Joy Court,LILYDALE,FRANKSTON ,19876,1.92,51,1
28226,-37.800103,144.983095,302 Gore Street,FITZROY,NILLUMBIK ,19975,1.0,18,1
64312,-37.792381,145.277161,34 Toorak Avenue,CROYDON,CARDINIA ,19878,0.46,42,1
29568,-37.773661,145.010182,170 Mitchell Street,NORTHCOTE,MURRINDINDI ,19929,0.64,24,1
44455,-37.71964645,145.1074524,180 Hickling Avenue,GREENSBOROUGH,GLEN EIRA ,19986,1.33,48,1
90252,-37.964119,145.073525,20 Cox St,CHELTENHAM,YARRA RANGES ,19866,1.69,40,1
59457,-37.810388,145.203463,16 Ashburton Drive,MITCHAM,PORT PHILLIP ,19901,1.25,32,1
2938,-37.810316,144.892198,17 Mackay Street,YARRAVILLE,MITCHELL ,19997,0.34,no direct trip is available,0
10492,-37.793228000000006,144.920605,39 Cornish Ln,KENSINGTON,SOUTH GIPPSLAND ,20026,0.82,no direct trip is available,0
26322,-37.5798,144.931071,3 Crewe Lane,CRAIGIEBURN,YARRA RANGES ,40221,2.68,41,1
52794,-37.81930542,144.99928280000003,249 Church Street,RICHMOND,EAST GIPPSLAND ,19907,0.81,no direct trip is available,1
5229,-37.866775,144.816878,5 Boyd Street,ALTONA,BRIMBANK ,19925,0.35,no direct trip is available,0
6933,-37.782153,144.84563300000005,7 Barnett Street,SUNSHINE,KNOX ,20021,1.33,20,1
8496,-37.751935,144.78321200000005,4 Sedgefield Road,CAIRNLEA,YARRA RANGES ,20002,1.68,28,1
73926,-37.84854126,145.3002167,7 Casuarina Avenue,BORONIA,TOWONG ,19869,1.92,44,1
55222,-37.836452,145.067945,2 Lansell Crescent,CAMBERWELL,MELBOURNE ,19851,0.22,21,1
19233,-37.691912,144.926352,83 Graham Street,BROADMEADOWS,WODONGA ,20031,0.99,30,1
51694,-37.79191589,145.1117706,80 Wilsons Road,DONCASTER,MORELAND ,19896,3.11,25,1
28088,-37.794707,144.980859,133 Westgarth Street,FITZROY,NILLUMBIK ,19975,1.29,18,1
91196,-37.98685800000001,145.039062,12 Gibbs Street,BEAUMARIS,TOWONG ,19865,2.36,43,1
80486,-38.004537,145.148729,75 Marriott Drive,KEYSBOROUGH,KINGSTON ,19889,4.77,42,1
58808,-37.808608,145.180521,28 Olwen Street,NUNAWADING,STONNINGTON ,19899,1.42,28,1
62214,-37.772786,145.242701,7 Bentley Court,WARRANWOOD,MACEDON RANGES ,19878,4.18,42,1
44259,-37.694562,145.10255800000004,14 Birrakay Court,GREENSBOROUGH,GLEN EIRA ,19985,1.16,46,1
27897,-37.586947,144.91581399999995,9 Corringa Way,CRAIGIEBURN,YARRA RANGES ,40221,2.94,41,1
40330,-37.715542,145.030173,3 Stymie Street,KINGSBURY,ALPINE ,20009,2.01,41,1
62681,-37.821479,145.246295,2/19 Bedford Court,HEATHMONT,HORSHAM ,19871,0.78,37,1
61807,-37.823182,145.224408,32 Maidstone Street,RINGWOOD,MACEDON RANGES ,19902,0.91,34,1
70979,-37.84648132,145.2277985,1/1 Garrisson Grove,WANTIRNA,CENTRAL GOLDFIELDS ,19871,2.5,37,1
82861,-37.907612,145.26936,69 Sovereign Manors,ROWVILLE,BALLARAT ,19868,3.67,46,1
28972,-37.8098526,144.99975590000005,3 Princes Street,ABBOTSFORD,BANYULE ,19977,0.64,15,1
56670,-37.850483,145.129477,4 Greenwood Street,BURWOOD,MARIBYRNONG ,19875,2.76,no direct trip is available,0
96018,-37.90277481,145.0378265,6 Dalmor Avenue,ORMOND,MOIRA ,19941,0.16,27,1
75095,-37.890237,145.06389099999996,379 Neerim Road,CARNEGIE,MELBOURNE ,19919,0.31,22,1
539,-37.805079,144.887921,2 Henry Street,SEDDON,EAST GIPPSLAND ,20024,0.42,13,1
22415,-37.739362,144.96454,26 McKay Street,COBURG,MOONEE VALLEY ,19965,0.35,23,1
26543,-37.580117,144.90608899999995,32 Wattletree Street,CRAIGIEBURN,YARRA RANGES ,40221,4.08,41,1
79135,-37.938854,145.173373,47 Phillip Avenue,SPRINGVALE,GREATER BENDIGO ,19913,2.11,36,1
53327,-37.821052,145.006751,44 Neptune Street,RICHMOND,EAST GIPPSLAND ,19906,0.73,8,1
13258,-37.700665,144.762337,51 Spellman Avenue,SYDENHAM,HEPBURN ,20000,1.04,34,1
31709,-37.74856186,144.9859924,109 Oakover Road,PRESTON,BOROONDARA ,20013,1.29,33,1
8277,-37.76339722,144.78706359999995,22 Breadalbane Avenue,CAIRNLEA,YARRA RANGES ,20003,2.09,26,1
16241,-37.700998,144.924472,1/62 Widford Street,GLENROY,WYNDHAM ,20032,0.75,28,1
31827,-37.740473,145.0154,13 Inverloch Street,PRESTON,BOROONDARA ,20012,1.32,35,1
29005,-37.80350876,144.9961395,35 St Phillips Street,ABBOTSFORD,BANYULE ,19976,0.24,17,1
45000,-37.693454,145.106546,4 Barkala Close,GREENSBOROUGH,GLEN EIRA ,19985,1.18,46,1
89734,-37.973016,145.05986299999995,1 Booker Street,CHELTENHAM,YARRA RANGES ,19866,0.85,40,1
54636,-37.8189673,145.02737,6 Charles Street,HAWTHORN,YARRA ,19905,0.51,10,1
75961,-37.897431,145.095478,23 Clyde Street,OAKLEIGH,WANGARATTA ,19917,0.71,26,1
45359,-37.695509,145.11101200000004,60 Diamond Creek Road,GREENSBOROUGH,GLEN EIRA ,19985,0.97,46,1
52460,-37.831375,144.992149,165 Cubitt Street,CREMORNE,WELLINGTON ,19907,0.7,no direct trip is available,1
36295,-37.670489,145.031114,227 Dalton Road,LALOR,KINGSTON ,20006,1.33,48,1
64749,-37.79500198,145.302948,6/10-12 Ray St,CROYDON,CARDINIA ,19877,1.41,46,1
55347,-37.846355,145.08161299999998,24 Glencairn Avenue,CAMBERWELL,MELBOURNE ,19849,0.59,25,1
4457,-37.84657,144.869465,41 Severn Street,NEWPORT,MANSFIELD ,19994,1.31,no direct trip is available,0
31304,-37.760216,144.987884,50 Leinster Grove,THORNBURY,LATROBE ,20015,0.92,29,1
35447,-37.726334,144.99695400000004,69 Powell Street,RESERVOIR,EAST GIPPSLAND ,20011,0.56,37,1
76900,-37.923919,145.110711,51 Harlington Street,CLAYTON,HINDMARSH ,19915,0.87,31,1
50864,-37.783296,145.11099099999996,16 Fairway Road,DONCASTER,MORELAND ,19896,4.05,25,1
28825,-37.800455,144.993919,14 Stafford Street,ABBOTSFORD,BANYULE ,19975,0.15,18,1
49687,-37.809165,145.09081899999995,69 Yarrbat Avenue,BALWYN,HOBSONS BAY ,19894,1.7,22,1
78349,-37.927576,145.181543,73 Tiverton Drive,MULGRAVE,MACEDON RANGES ,19913,3.47,36,1
51212,-37.792644,145.11056100000005,3 Lara Court,DONCASTER,MORELAND ,19896,3.01,25,1
29967,-37.76525497,145.00737,34 Jenkins Street,NORTHCOTE,MURRINDINDI ,20015,0.92,29,1
50788,-37.790185,145.11928999999995,13 Caringal Avenue,DONCASTER,MORELAND ,20042,3.24,22,1
51159,-37.776129,145.128716,28 Clancys Lane,DONCASTER,MORELAND ,20042,4.84,22,1
60514,-37.841321,145.195083,17 Barnesdale Drive,VERMONT,CENTRAL GOLDFIELDS ,19900,2.61,31,1
91571,-37.9827344,145.04918869999997,34 Folkestone Crescent,BEAUMARIS,TOWONG ,19865,1.41,43,1
40329,-37.703295,145.05183300000004,3 St Leger Rise,BUNDOORA,WODONGA ,19984,2.94,42,1
40356,-37.698018,145.073424,30 Judith Street,BUNDOORA,WODONGA ,19984,1.71,42,1
37301,-37.637999,145.052345,32 Dransfield Way,EPPING,FRANKSTON ,45795,1.79,54,1
24970,-37.61082458,144.9237061,10 Bristol Mews,CRAIGIEBURN,YARRA RANGES ,40221,2.0,41,1
56890,-37.849093,145.09911100000005,8 Alder Street,BURWOOD,MARIBYRNONG ,19849,1.66,25,1
8490,-37.749443,144.753479,4 Pilbara Avenue,BURNSIDE,MOYNE ,20002,4.13,28,1
84446,-37.85286,144.996509,90 Hornby Street,WINDSOR,MAROONDAH ,19957,0.53,no direct trip is available,0
39806,-37.698841,145.059465,17 Alma Road,BUNDOORA,WODONGA ,19984,2.53,42,1
77794,-37.931505,145.170402,25 Suemar Street,MULGRAVE,MACEDON RANGES ,19913,2.5,36,1
31897,-37.745207,145.01533600000005,14 O'Keefe Street,PRESTON,BOROONDARA ,20013,1.34,33,1
58369,-37.829354,145.140386,87 Pakenham Street,BLACKBURN,GREATER GEELONG ,19897,0.95,27,1
45501,-37.68833,145.10270400000005,8 Kowa Court,GREENSBOROUGH,GLEN EIRA ,19985,1.81,46,1
31800,-37.748893,145.004265,124 Plenty Road,PRESTON,BOROONDARA ,20013,0.52,33,1
61977,-37.80332565,145.2359619,41 Mullum Mullum Road,RINGWOOD,MACEDON RANGES ,19902,1.53,34,1
35184,-37.71935272,144.9970093,54 Gloucester Street,RESERVOIR,EAST GIPPSLAND ,20010,0.92,40,1
12903,-37.701735,144.746173,3 Kendall Street,HILLSIDE,GREATER DANDENONG ,20000,2.47,34,1
86010,-37.895766,145.00380900000005,110 Asling Street,BRIGHTON,HUME ,19953,0.11,no direct trip is available,0
93305,-38.003083,145.099201,4 Arwon Street,MORDIALLOC,PORT PHILLIP ,19863,1.08,48,1
66058,-37.780313,145.323948,24 Croydondale Drive,MOOROOLBARK,WEST WIMMERA ,19877,1.13,46,1
43353,-37.723557,145.103185,9 Monak Place,YALLAMBIE,MAROONDAH ,19986,1.86,48,1
93073,-37.988095,145.074858,26 Fifth Street,PARKDALE,STONNINGTON ,19864,0.57,45,1
47850,-37.810174,145.045044,13 Annadale Street,KEW,SOUTH GIPPSLAND ,19903,1.36,14,1
41781,-37.73580551,145.0751343,2 Dafield Court,ROSANNA,EAST GIPPSLAND ,19936,1.12,36,1
3038,-37.81533051,144.89324950000002,2 Maggie Street,YARRAVILLE,MITCHELL ,19996,0.3,no direct trip is available,0
661,-37.796486,144.898667,23 Gallant Street,FOOTSCRAY,WHITTLESEA ,20025,0.65,10,1
78999,-37.960067,145.14198100000004,35 Donald Street,SPRINGVALE,GREATER BENDIGO ,19913,1.55,36,1
49697,-37.808455,145.10333799999995,7 Kerry Parade,BALWYN,HOBSONS BAY ,19896,1.24,25,1
36138,-37.674609,145.02811,114 Cyprus Street,LALOR,KINGSTON ,20006,1.37,48,1
20870,-37.76045227,144.9589539,246 Albion Street,BRUNSWICK,MARIBYRNONG ,19967,0.18,18,1
57642,-37.828327,145.15538,14 Jeffery Street,BLACKBURN,GREATER GEELONG ,19898,1.03,26,1
1161,-37.802437,144.903477,52 Bunbury Street,FOOTSCRAY,WHITTLESEA ,20025,0.15,10,1
67480,-37.77542800000001,145.345,44 The Circuit,LILYDALE,FRANKSTON ,19876,2.23,51,1
78158,-37.92912292,145.15242,5 Roberts Ave,MULGRAVE,MACEDON RANGES ,19914,1.58,33,1
53186,-37.817025,145.008177,386 Highett Street,RICHMOND,EAST GIPPSLAND ,19906,1.17,8,1
51342,-37.793748,145.136899,38 Church Road,DONCASTER,MORELAND ,19897,3.03,27,1
68518,-37.857251,145.021314,4 Hume Street,ARMADALE,BRIMBANK ,19945,0.2,16,1
29903,-37.763615,144.994737,30 Emmaline Street,NORTHCOTE,MURRINDINDI ,20015,0.21,29,1
43831,-37.713607,145.088086,50 Elder Street,WATSONIA,MANNINGHAM ,19984,0.48,42,1
52181,-37.82551956,145.00953669999996,116 Stawell Street,RICHMOND,EAST GIPPSLAND ,19906,0.29,8,1
12925,-37.7213465,144.7804646,3 Wilmot Drive,DELAHEY,BULOKE ,20001,1.46,31,1
82526,-37.901878,145.266802,11 Fairway Drive,ROWVILLE,BALLARAT ,19868,3.36,46,1
76609,-37.918246,145.14131899999995,16 Murdo Road,CLAYTON,HINDMARSH ,19915,1.96,31,1
41314,-37.71259000000001,145.030664,93 The Fairway,KINGSBURY,ALPINE ,20009,1.93,41,1
52095,-37.822271,144.994704,"102 Rowena Parade, Richmond Hill",RICHMOND,EAST GIPPSLAND ,19908,0.45,6,1
43066,-37.719263,145.068496,3 Glenmore Street,MACLEOD,WANGARATTA ,19983,0.75,39,1
79563,-37.988746,145.16906200000005,11 Rowena Court,KEYSBOROUGH,KINGSTON ,19889,2.3,42,1
2448,-37.804588,144.88358200000005,7 Chirnside Street,KINGSVILLE,ALPINE ,20023,0.35,15,1
64411,-37.78746033,145.2599335,4 Chateau Close,CROYDON,CARDINIA ,19878,2.02,42,1
62505,-37.829495,145.236711,11 Erica Crescent,HEATHMONT,HORSHAM ,19871,0.7,37,1
42789,-37.724909,145.10001499999996,11 Willaura Place,YALLAMBIE,MAROONDAH ,19984,2.11,42,1
24517,-37.713718,144.96604299999996,6 Wymlet Street,FAWKNER,MONASH ,19962,0.49,28,1
17268,-37.70313644,144.9056244,44 Fran Street,GLENROY,WYNDHAM ,20032,1.03,28,1
41718,-37.766524,145.064971,17 The Eyrie,EAGLEMONT,MORELAND ,19934,1.02,33,1
41806,-37.7451083,145.06116630000002,2/38-40 Lower Plenty Road,ROSANNA,EAST GIPPSLAND ,19936,0.5,36,1
27085,-37.57182,144.927927,5 Cropton Rise,CRAIGIEBURN,YARRA RANGES ,40221,3.6,41,1
67738,-37.744695,145.348197,9 Arwon Court,LILYDALE,FRANKSTON ,19876,1.21,51,1
15257,-37.733221,144.914922,36 Roland Avenue,STRATHMORE,KNOX ,20034,1.2,23,1
78745,-37.94106,145.161334,19 Mein St,SPRINGVALE,GREATER BENDIGO ,19913,1.17,36,1
53135,-37.82509,145.004761,36 Glass Street,RICHMOND,EAST GIPPSLAND ,19906,0.37,8,1
69104,-37.870397,145.03593600000005,35 Finlayson Street,MALVERN,BAW BAW ,19944,0.74,18,1
2680,-37.821611,144.88438,107 Powell Street,YARRAVILLE,MITCHELL ,19996,0.81,no direct trip is available,0
8607,-37.768131,144.782242,62 Dunbarrim Avenue,CAIRNLEA,YARRA RANGES ,20003,2.68,26,1
50982,-37.793576,145.12171999999995,2 Nauru Court,DONCASTER,MORELAND ,20042,2.85,22,1
